date,p0_status,p0_reason,side,A_status,A_reason,RA,B_status,B_reason,RB,morning_A,downstream_A,downstream_B,epoch,D,D_decomp
20200115,yes,ok,1.0,resolved,ok,6.5,resolved,ok,0.0,6.5,0.0,0.0,2020-25,6.5,6.5
20200116,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200117,yes,ok,-1.0,resolved,ok,14.75,resolved,ok,0.0,14.75,0.0,0.0,2020-25,14.75,14.75
20200120,yes,ok,1.0,unknown,detector:missing_v7m_bar:745,,unknown,detector:missing_v7m_bar:745,,3.25,0.0,0.0,2020-25,,
20200121,yes,ok,1.0,resolved,ok,26.5,resolved,ok,0.0,26.5,0.0,0.0,2020-25,26.5,26.5
20200122,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200123,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200124,yes,ok,-1.0,resolved,ok,53.0,resolved,ok,0.0,53.0,0.0,0.0,2020-25,53.0,53.0
20200127,yes,ok,1.0,resolved,ok,-3.25,resolved,ok,0.0,-3.25,0.0,0.0,2020-25,-3.25,-3.25
20200128,yes,ok,1.0,resolved,ok,31.75,resolved,ok,51.5,-19.75,51.5,51.5,2020-25,-19.75,-19.75
20200129,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200130,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200131,yes,ok,-1.0,resolved,ok,106.5,resolved,ok,42.25,106.5,0.0,42.25,2020-25,64.25,64.25
20200203,yes,ok,1.0,resolved,ok,66.75,resolved,ok,-12.5,66.75,0.0,-12.5,2020-25,79.25,79.25
20200204,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200205,yes,ok,-1.0,resolved,ok,76.75,resolved,ok,0.0,76.75,0.0,0.0,2020-25,76.75,76.75
20200206,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200207,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200210,yes,ok,1.0,resolved,ok,63.5,resolved,ok,0.0,63.5,0.0,0.0,2020-25,63.5,63.5
20200211,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200212,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200213,yes,ok,1.0,resolved,ok,54.25,resolved,ok,0.0,54.25,0.0,0.0,2020-25,54.25,54.25
20200214,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200217,yes,ok,1.0,resolved,ok,3.75,resolved,ok,0.0,3.75,0.0,0.0,2020-25,3.75,3.75
20200218,yes,ok,1.0,resolved,ok,-13.75,resolved,ok,0.0,-13.75,0.0,0.0,2020-25,-13.75,-13.75
20200219,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200220,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200221,yes,ok,-1.0,resolved,ok,65.25,resolved,ok,-14.5,65.25,0.0,-14.5,2020-25,79.75,79.75
20200224,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200225,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200226,yes,ok,1.0,resolved,ok,-28.75,resolved,ok,-9.0,-19.75,-9.0,-9.0,2020-25,-19.75,-19.75
20200227,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200228,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200302,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200303,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200304,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200305,yes,ok,1.0,resolved,ok,119.25,resolved,ok,0.0,119.25,0.0,0.0,2020-25,119.25,119.25
20200306,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200309,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2020-25,,
20200310,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200311,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200312,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2020-25,,
20200313,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2020-25,,
20200316,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2020-25,,
20200317,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200318,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2020-25,,
20200319,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200320,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200323,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200324,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200325,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200326,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200327,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200330,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200331,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200401,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200402,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200403,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200406,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200407,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200408,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200409,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200410,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2020-25,,
20200413,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200414,yes,ok,1.0,resolved,ok,98.5,resolved,ok,-5.25,98.5,0.0,-5.25,2020-25,103.75,103.75
20200415,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200416,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200417,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200420,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200421,yes,ok,-1.0,resolved,ok,233.25,resolved,ok,0.0,233.25,0.0,0.0,2020-25,233.25,233.25
20200422,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200423,yes,ok,1.0,resolved,ok,28.25,resolved,ok,0.0,28.25,0.0,0.0,2020-25,28.25,28.25
20200424,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200427,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200428,yes,ok,-1.0,resolved,ok,134.25,resolved,ok,0.0,134.25,0.0,0.0,2020-25,134.25,134.25
20200429,yes,ok,-1.0,resolved,ok,-35.25,resolved,ok,-15.5,-19.75,-15.5,-15.5,2020-25,-19.75,-19.75
20200430,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200501,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200504,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200505,yes,ok,1.0,resolved,ok,35.5,resolved,ok,-11.25,35.5,0.0,-11.25,2020-25,46.75,46.75
20200506,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200507,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200508,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200511,yes,ok,1.0,resolved,ok,88.25,resolved,ok,0.0,88.25,0.0,0.0,2020-25,88.25,88.25
20200512,yes,ok,-1.0,resolved,ok,-3.0,resolved,ok,0.0,-3.0,0.0,0.0,2020-25,-3.0,-3.0
20200513,yes,ok,-1.0,resolved,ok,-37.25,resolved,ok,-17.5,-19.75,-17.5,-17.5,2020-25,-19.75,-19.75
20200514,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200515,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200518,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200519,yes,ok,1.0,resolved,ok,-29.25,resolved,ok,-9.5,-19.75,-9.5,-9.5,2020-25,-19.75,-19.75
20200520,yes,ok,1.0,resolved,ok,68.5,resolved,ok,-12.75,68.5,0.0,-12.75,2020-25,81.25,81.25
20200521,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200522,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200525,yes,ok,1.0,resolved,ok,9.5,resolved,ok,0.0,9.5,0.0,0.0,2020-25,9.5,9.5
20200526,yes,ok,-1.0,resolved,ok,87.0,resolved,ok,0.0,87.0,0.0,0.0,2020-25,87.0,87.0
20200527,yes,ok,-1.0,resolved,ok,-23.25,resolved,ok,-3.5,-19.75,-3.5,-3.5,2020-25,-19.75,-19.75
20200528,yes,ok,1.0,resolved,ok,70.25,resolved,ok,0.0,70.25,0.0,0.0,2020-25,70.25,70.25
20200529,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200601,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200602,yes,ok,-1.0,resolved,ok,-32.75,resolved,ok,-13.0,-19.75,-13.0,-13.0,2020-25,-19.75,-19.75
20200603,yes,ok,1.0,unknown,detector:missing_v7m_bar:653,,unknown,detector:missing_v7m_bar:653,,-19.75,0.0,0.0,2020-25,,
20200604,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200605,yes,ok,-1.0,resolved,ok,-37.5,resolved,ok,-17.75,-19.75,-17.75,-17.75,2020-25,-19.75,-19.75
20200608,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200609,yes,ok,1.0,resolved,ok,88.5,resolved,ok,0.0,88.5,0.0,0.0,2020-25,88.5,88.5
20200610,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200611,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200612,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200615,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200616,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200617,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200618,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200619,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200622,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200623,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200624,yes,ok,1.0,resolved,ok,-35.0,resolved,ok,-15.25,-19.75,-15.25,-15.25,2020-25,-19.75,-19.75
20200625,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200626,yes,ok,1.0,resolved,ok,47.25,resolved,ok,67.0,-19.75,67.0,67.0,2020-25,-19.75,-19.75
20200629,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200630,yes,ok,1.0,resolved,ok,97.0,resolved,ok,-18.0,97.0,0.0,-18.0,2020-25,115.0,115.0
20200701,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200702,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200703,yes,ok,-1.0,resolved,ok,10.75,resolved,ok,0.0,10.75,0.0,0.0,2020-25,10.75,10.75
20200706,yes,ok,1.0,resolved,ok,117.0,resolved,ok,53.75,117.0,0.0,53.75,2020-25,63.25,63.25
20200707,yes,ok,1.0,resolved,ok,-28.0,resolved,ok,-8.25,-19.75,-8.25,-8.25,2020-25,-19.75,-19.75
20200708,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,-7.0,-19.75,0.0,-7.0,2020-25,-12.75,-12.75
20200709,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200710,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200713,yes,ok,1.0,resolved,ok,96.0,resolved,ok,0.0,96.0,0.0,0.0,2020-25,96.0,96.0
20200714,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200715,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200716,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200717,yes,ok,-1.0,resolved,ok,20.25,resolved,ok,0.0,20.25,0.0,0.0,2020-25,20.25,20.25
20200720,yes,ok,-1.0,resolved,ok,60.25,resolved,ok,80.0,-19.75,80.0,80.0,2020-25,-19.75,-19.75
20200721,yes,ok,-1.0,resolved,ok,95.25,resolved,ok,0.0,95.25,0.0,0.0,2020-25,95.25,95.25
20200722,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200723,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200724,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200727,yes,ok,1.0,resolved,ok,0.75,resolved,ok,0.0,0.75,0.0,0.0,2020-25,0.75,0.75
20200728,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200729,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200730,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200731,yes,ok,-1.0,resolved,ok,22.75,resolved,ok,0.0,22.75,0.0,0.0,2020-25,22.75,22.75
20200803,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200804,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200805,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200806,yes,ok,1.0,resolved,ok,23.25,resolved,ok,43.0,-19.75,43.0,43.0,2020-25,-19.75,-19.75
20200807,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200810,yes,ok,-1.0,resolved,ok,17.0,resolved,ok,36.75,-19.75,36.75,36.75,2020-25,-19.75,-19.75
20200811,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200812,yes,ok,1.0,resolved,ok,123.5,resolved,ok,-11.5,123.5,0.0,-11.5,2020-25,135.0,135.0
20200813,yes,ok,1.0,resolved,ok,-28.0,resolved,ok,-8.25,-19.75,-8.25,-8.25,2020-25,-19.75,-19.75
20200814,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200817,yes,ok,1.0,resolved,ok,17.75,resolved,ok,0.0,17.75,0.0,0.0,2020-25,17.75,17.75
20200818,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200819,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200820,yes,ok,1.0,resolved,ok,107.0,resolved,ok,0.0,107.0,0.0,0.0,2020-25,107.0,107.0
20200821,yes,ok,1.0,resolved,ok,-24.0,resolved,ok,-4.25,-19.75,-4.25,-4.25,2020-25,-19.75,-19.75
20200824,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200825,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200826,yes,ok,1.0,resolved,ok,96.75,resolved,ok,0.0,96.75,0.0,0.0,2020-25,96.75,96.75
20200827,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200828,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200831,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200901,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200902,yes,ok,-1.0,resolved,ok,123.0,resolved,ok,0.0,123.0,0.0,0.0,2020-25,123.0,123.0
20200903,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200904,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200907,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200908,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200909,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200910,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200911,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200914,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200915,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200916,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200917,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200918,yes,ok,-1.0,resolved,ok,157.0,resolved,ok,0.0,157.0,0.0,0.0,2020-25,157.0,157.0
20200921,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200922,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200923,yes,ok,-1.0,unknown,detector:missing_v7m_bar:914,,unknown,detector:missing_v7m_bar:914,,-19.75,0.0,0.0,2020-25,,
20200924,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200925,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200928,yes,ok,-1.0,resolved,ok,22.25,resolved,ok,0.0,22.25,0.0,0.0,2020-25,22.25,22.25
20200929,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20200930,yes,ok,1.0,resolved,ok,-30.75,resolved,ok,-11.0,-19.75,-11.0,-11.0,2020-25,-19.75,-19.75
20201001,yes,ok,-1.0,resolved,ok,10.75,resolved,ok,0.0,10.75,0.0,0.0,2020-25,10.75,10.75
20201002,yes,ok,1.0,resolved,ok,-11.75,resolved,ok,0.0,-11.75,0.0,0.0,2020-25,-11.75,-11.75
20201005,yes,ok,1.0,resolved,ok,82.0,resolved,ok,43.25,82.0,0.0,43.25,2020-25,38.75,38.75
20201006,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201007,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201008,yes,ok,-1.0,resolved,ok,51.75,resolved,ok,0.0,51.75,0.0,0.0,2020-25,51.75,51.75
20201009,yes,ok,1.0,resolved,ok,60.5,resolved,ok,0.0,60.5,0.0,0.0,2020-25,60.5,60.5
20201012,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201013,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201014,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201015,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201016,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201019,yes,ok,-1.0,resolved,ok,40.25,resolved,ok,0.0,40.25,0.0,0.0,2020-25,40.25,40.25
20201020,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201021,yes,ok,1.0,unknown,detector:missing_v7m_bar:731,,unknown,detector:missing_v7m_bar:731,,-19.75,0.0,0.0,2020-25,,
20201022,yes,ok,-1.0,resolved,ok,-8.0,resolved,ok,0.0,-8.0,0.0,0.0,2020-25,-8.0,-8.0
20201023,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2020-25,,
20201026,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201027,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201028,yes,ok,-1.0,resolved,ok,167.75,resolved,ok,0.0,167.75,0.0,0.0,2020-25,167.75,167.75
20201029,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201030,yes,ok,1.0,resolved,ok,112.75,resolved,ok,132.5,-19.75,132.5,132.5,2020-25,-19.75,-19.75
20201102,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201103,yes,ok,-1.0,resolved,ok,22.5,resolved,ok,42.25,-19.75,42.25,42.25,2020-25,-19.75,-19.75
20201104,yes,ok,1.0,resolved,ok,54.25,resolved,ok,74.0,-19.75,74.0,74.0,2020-25,-19.75,-19.75
20201105,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
20201106,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2020-25,-19.75,-19.75
